"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ErrorFeedback","count_Fixation","count_ISI","count_Logger","count_Sequence","count_Stimulus","count_experiment","count_faster","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_new_sketchpad","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_new_sketchpad","response_time","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","response_time_new_sketchpad","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ErrorFeedback","time_Fixation","time_ISI","time_Logger","time_Sequence","time_Stimulus","time_experiment","time_faster","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_new_sketchpad","title","total_correct","total_response_time","total_responses","width"
"83","83","423","423","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","158","158","158","158","158","158","0","158","0","0","0","158","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","78","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","518.0","169423","16938","NA","518","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","450310","451839","450811","452460","451837","451940","1858","418653","1862","304559","NA","451941","NA","Flanker Task","132","67334.0","159","1024"
"83","83","424","424","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","159","159","159","159","159","159","0","159","0","0","0","159","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","79","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","510.0","169423","16938","NA","510","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","450310","453530","452472","454143","453529","453631","1858","418653","1862","304559","NA","453632","NA","Flanker Task","133","67844.0","160","1024"
"83","83","425","425","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","160","160","160","160","160","160","0","160","0","0","0","160","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","0","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","603.0","169423","16938","87187","603","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","450310","542378","454155","543084","542377","542479","1858","418653","1862","304559","455157","542480","NA","Flanker Task","134","68447.0","161","1024"
"82","82","424","424","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","161","161","161","161","161","161","0","161","0","0","0","161","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","1","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","386.0","169423","16938","87187","386","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","450310","544628","543597","545117","544626","544729","1858","543096","1862","304559","455157","544729","NA","Flanker Task","134","68833.0","162","1024"
"82","82","425","425","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","162","162","162","162","162","162","0","162","0","0","0","162","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","2","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","484.0","169423","16938","87187","484","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","545129","547168","546131","547754","547166","547269","1858","545630","1862","304559","455157","547269","NA","Flanker Task","135","69317.0","163","1024"
"82","82","426","426","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","163","163","163","163","163","163","0","163","0","0","0","163","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","3","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","643.0","169423","16938","87187","643","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","545129","549297","548267","550043","549295","549398","1858","547766","1862","304559","455157","549398","NA","Flanker Task","136","69960.0","164","1024"
"82","82","426","426","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","164","164","164","164","164","164","0","164","0","0","0","164","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","4","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","428.0","169423","16938","87187","428","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","545129","551589","550556","552120","551588","551691","1858","550055","1862","304559","455157","551691","NA","Flanker Task","136","70388.0","165","1024"
"81","81","425","425","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","h","0","0","0","165","165","165","165","165","165","0","165","0","0","0","165","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","5","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","243.0","169423","16938","87187","243","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","552132","554162","553135","554507","554160","554263","1858","552633","1862","304559","455157","554263","NA","Flanker Task","136","70631.0","166","1024"
"82","82","424","424","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","166","166","166","166","166","166","0","166","0","0","0","166","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","6","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","308.0","169423","16938","87187","308","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","554520","556050","555021","556460","556048","556151","1858","552633","1862","304559","455157","556151","NA","Flanker Task","137","70939.0","167","1024"
"82","82","424","424","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","167","167","167","167","167","167","0","167","0","0","0","167","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","7","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","327.0","169423","16938","87187","327","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","554520","558003","556975","558432","558001","558104","1858","556473","1862","304559","455157","558104","NA","Flanker Task","138","71266.0","168","1024"
"81","81","422","422","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","s","0","0","0","168","168","168","168","168","168","0","168","0","0","0","168","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","8","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","149.0","169423","16938","87187","149","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","554520","559984","558946","560235","559983","560085","1858","558445","1862","304559","455157","560085","NA","Flanker Task","138","71415.0","169","1024"
"81","81","420","420","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","169","169","169","169","169","169","0","169","0","0","0","169","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","9","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","149.0","169423","16938","87187","149","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","560247","561780","560748","562032","561778","561881","1858","558445","1862","304559","455157","561882","NA","Flanker Task","139","71564.0","170","1024"
"81","81","420","420","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","170","170","170","170","170","170","0","170","0","0","0","170","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","10","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","355.0","169423","16938","87187","355","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","560247","563083","562045","563541","563081","563184","1858","558445","1862","304559","455157","563184","NA","Flanker Task","140","71919.0","171","1024"
"81","81","419","419","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","171","171","171","171","171","171","0","171","0","0","0","171","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","11","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","308.0","169423","16938","87187","308","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","560247","565093","564055","565503","565091","565194","1858","563554","1862","304559","455157","565194","NA","Flanker Task","140","72227.0","172","1024"
"80","80","418","418","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","h","0","0","0","172","172","172","172","172","172","0","172","0","0","0","172","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","12","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","177.0","169423","16938","87187","177","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","565515","567552","566517","567831","567550","567653","1858","566016","1862","304559","455157","567653","NA","Flanker Task","140","72404.0","173","1024"
"80","80","417","417","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","173","173","173","173","173","173","0","173","0","0","0","173","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","13","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","232.0","169423","16938","87187","232","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","567843","569383","568344","569718","569381","569484","1858","566016","1862","304559","455157","569484","NA","Flanker Task","140","72636.0","174","1024"
"80","80","416","416","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","h","0","0","0","174","174","174","174","174","174","0","174","0","0","0","174","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","14","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","337.0","169423","16938","87187","337","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","569730","571261","570231","571700","571259","571362","1858","566016","1862","304559","455157","571362","NA","Flanker Task","140","72973.0","175","1024"
"80","80","416","416","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","175","175","175","175","175","175","0","175","0","0","0","175","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","15","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","388.0","169423","16938","87187","388","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","571712","573752","572714","574242","573750","573853","1858","572213","1862","304559","455157","573853","NA","Flanker Task","141","73361.0","176","1024"
