"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instuctions1","correct_keyboard_response","correct_response","count_Exp_sequence","count_Fixation","count_ISI","count_MemorySet","count_correctFeedback","count_experiment","count_experiment_loop","count_incorrectFeeback","count_instructions2","count_instuctions1","count_keyboard_response","count_logger","count_practice_loop","count_probe","count_thankyou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_loop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instructions2","response_instuctions1","response_keyboard_response","response_thankyou","response_time","response_time_instructions2","response_time_instuctions1","response_time_keyboard_response","response_time_thankyou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_Exp_sequence","time_Fixation","time_ISI","time_MemorySet","time_correctFeedback","time_experiment","time_experiment_loop","time_incorrectFeeback","time_instructions2","time_instuctions1","time_keyboard_response","time_logger","time_practice_loop","time_probe","time_thankyou","title","total_correct","total_response_time","total_responses","width"
"57","57","816","816","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","86","86","86","86","86","0","0","86","0","0","86","86","0","86","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","74","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","6 9 3 1","Melodramatic Milgram","4.0.5","4","y","0","left","left","right","left","NA","849.0","5228","2736","849","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","1","544037","544039","546251","545044","537072","13444","94396","543004","89167","13557","548254","549104","16324","548253","NA","SternbergTask","50","71005.0","87","1024"
"56","56","819","819","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","87","87","87","87","87","0","0","87","0","0","87","87","0","87","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","75","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","2 3 8 5 6 7","Melodramatic Milgram","4.0.5","0","n","0","left","left","right","left","NA","1117.0","5228","2736","1117","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","1","550131","550134","552345","551140","549107","13444","94396","543004","89167","13557","554349","555467","16324","554349","NA","SternbergTask","50","72122.0","88","1024"
"57","57","822","822","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","88","88","88","88","88","0","0","88","0","0","88","88","0","88","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","76","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","1","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","1067.0","5228","2736","1067","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","7","556500","556502","558719","557509","549107","13444","94396","555469","89167","13557","560722","561789","16324","560722","NA","SternbergTask","51","73189.0","89","1024"
"57","57","824","824","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","89","89","89","89","89","0","0","89","0","0","89","89","0","89","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","77","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","9 8 4","Melodramatic Milgram","4.0.5","1","y","0","left","left","right","left","NA","994.0","5228","2736","994","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","562828","562830","565046","563836","561794","13444","94396","555469","89167","13557","567049","568044","16324","567049","NA","SternbergTask","52","74183.0","90","1024"
"58","58","820","820","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","90","90","90","90","90","0","0","90","0","0","90","90","0","90","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","78","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","8 9 5 7 1 6","Melodramatic Milgram","4.0.5","4","y","0","left","left","right","left","NA","479.0","5228","2736","479","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","569083","569090","571299","570092","568051","13444","94396","555469","89167","13557","573302","573782","16324","573302","NA","SternbergTask","53","74662.0","91","1024"
"58","58","820","820","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","91","91","91","91","91","0","0","91","0","0","91","91","0","91","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","79","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","2 4 6 9","Melodramatic Milgram","4.0.5","3","y","0","left","left","right","left","NA","860.0","5228","2736","860","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","574818","574825","577039","575832","573786","13444","94396","555469","89167","13557","579042","579903","16324","579042","NA","SternbergTask","54","75522.0","92","1024"
"59","59","819","819","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","92","92","92","92","92","0","0","92","0","0","92","92","0","92","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","80","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","4 2 7 6 1 3","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","666.0","5228","2736","666","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","580939","580942","583153","581948","579906","13444","94396","555469","89167","13557","585157","585824","16324","585157","NA","SternbergTask","55","76188.0","93","1024"
"59","59","816","816","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","93","93","93","93","93","0","0","93","0","0","93","93","0","93","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","81","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","3 5 7 1","Melodramatic Milgram","4.0.5","3","y","0","left","left","right","left","NA","549.0","5228","2736","549","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","7","586859","586864","589073","587868","585828","13444","94396","555469","89167","13557","591077","591627","16324","591077","NA","SternbergTask","56","76737.0","94","1024"
"60","60","814","814","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","94","94","94","94","94","0","0","94","0","0","94","94","0","94","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","82","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","7 2 3","Melodramatic Milgram","4.0.5","3","y","0","left","left","right","left","NA","668.0","5228","2736","668","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","3","592657","592659","594868","593660","591632","13444","94396","555469","89167","13557","596871","597540","16324","596871","NA","SternbergTask","57","77405.0","95","1024"
"59","59","815","815","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","95","95","95","95","95","0","0","95","0","0","95","95","0","95","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","83","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","5 7 3","Melodramatic Milgram","4.0.5","0","n","0","left","left","right","left","NA","878.0","5228","2736","878","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","598574","598578","600785","599582","597542","13444","94396","555469","89167","13557","602788","603667","16324","602788","NA","SternbergTask","57","78283.0","96","1024"
"58","58","817","817","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","96","96","96","96","96","0","0","96","0","0","96","96","0","96","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","84","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","6 9 4 5 3 2","Melodramatic Milgram","4.0.5","0","n","0","left","left","right","left","NA","1033.0","5228","2736","1033","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","604703","604709","606925","605712","597542","13444","94396","603671","89167","13557","608931","609965","16324","608931","NA","SternbergTask","57","79316.0","97","1024"
"58","58","819","819","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","97","97","97","97","97","0","0","97","0","0","97","97","0","97","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","85","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","7 6 4 8 1 2","Melodramatic Milgram","4.0.5","0","n","0","left","left","right","left","NA","979.0","5228","2736","979","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","611006","611010","613226","612013","597542","13444","94396","609970","89167","13557","615236","616215","16324","615235","NA","SternbergTask","57","80295.0","98","1024"
"57","57","817","817","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","98","98","98","98","98","0","0","98","0","0","98","98","0","98","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","86","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","7 9","Melodramatic Milgram","4.0.5","0","n","0","left","left","right","left","NA","642.0","5228","2736","642","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","1","617295","617297","619507","618302","597542","13444","94396","616221","89167","13557","621512","622154","16324","621511","NA","SternbergTask","57","80937.0","99","1024"
"58","58","818","818","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","99","99","99","99","99","0","0","99","0","0","99","99","0","99","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","87","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","5 3 2 6 9 8","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","873.0","5228","2736","873","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","623188","623190","625399","624193","597542","13444","94396","622157","89167","13557","627403","628277","16324","627402","NA","SternbergTask","58","81810.0","100","1024"
"57","57","815","815","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","100","100","100","100","100","0","0","100","0","0","100","100","0","100","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","88","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","8 5 1 3 9","Melodramatic Milgram","4.0.5","4","y","0","right","left","right","right","NA","531.0","5228","2736","531","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","629314","629316","631523","630318","628281","13444","94396","622157","89167","13557","633527","634059","16324","633527","NA","SternbergTask","58","82341.0","101","1024"
"57","57","813","813","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","101","101","101","101","101","0","0","101","0","0","101","101","0","101","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","89","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","4 8 1 2","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","643.0","5228","2736","643","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","7","635095","635097","637303","636100","628281","13444","94396","634063","89167","13557","639311","639955","16324","639310","NA","SternbergTask","59","82984.0","102","1024"
"57","57","814","814","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","102","102","102","102","102","0","0","102","0","0","102","102","0","102","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","90","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","6 5","Melodramatic Milgram","4.0.5","2","y","0","right","left","right","right","NA","893.0","5228","2736","893","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","5","640991","640993","643201","641995","639958","13444","94396","634063","89167","13557","645205","646099","16324","645204","NA","SternbergTask","59","83877.0","103","1024"
"57","57","821","821","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","103","103","103","103","103","0","0","103","0","0","103","103","0","103","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","91","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","7 8 6 1","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","1540.0","5228","2736","1540","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","3","647139","647146","649354","648150","639958","13444","94396","646106","89167","13557","651358","652899","16324","651358","NA","SternbergTask","60","85417.0","104","1024"
"57","57","821","821","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","104","104","104","104","104","0","0","104","0","0","104","104","0","104","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","92","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","3 9 6 2","Melodramatic Milgram","4.0.5","4","y","0","right","left","right","right","NA","851.0","5228","2736","851","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","2","653945","653951","656158","654952","652902","13444","94396","646106","89167","13557","658162","659014","16324","658162","NA","SternbergTask","60","86268.0","105","1024"
"56","56","823","823","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","105","105","105","105","105","0","0","105","0","0","105","105","0","105","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","93","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","7 1 8 4 9 3","Melodramatic Milgram","4.0.5","0","n","0","left","left","right","left","NA","1042.0","5228","2736","1042","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","660054","660058","662266","661060","652902","13444","94396","659019","89167","13557","664271","665314","16324","664271","NA","SternbergTask","60","87310.0","106","1024"
"57","57","823","823","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","106","106","106","106","106","0","0","106","0","0","106","106","0","106","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","94","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","2 8 6 3 1","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","795.0","5228","2736","795","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","666357","666363","668571","667366","652902","13444","94396","665319","89167","13557","670574","671370","16324","670574","NA","SternbergTask","61","88105.0","107","1024"
"57","57","831","831","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","107","107","107","107","107","0","0","107","0","0","107","107","0","107","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","95","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","3 4 9 6 7 8","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","1686.0","5228","2736","1686","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","2","672406","672408","674616","673411","671374","13444","94396","665319","89167","13557","676620","678307","16324","676620","NA","SternbergTask","62","89791.0","108","1024"
"57","57","840","840","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","108","108","108","108","108","0","0","108","0","0","108","108","0","108","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","96","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","4 2 6 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","1811.0","5228","2736","1811","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","7","679331","679334","681537","680336","678313","13444","94396","665319","89167","13557","683547","685359","16324","683547","NA","SternbergTask","63","91602.0","109","1024"
"57","57","846","846","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","109","109","109","109","109","0","0","109","0","0","109","109","0","109","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","97","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","5 7 8 2 3 8","Melodramatic Milgram","4.0.5","5","y","0","right","left","right","right","NA","1479.0","5228","2736","1479","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","686388","686392","688600","687394","685362","13444","94396","665319","89167","13557","690606","692086","16324","690606","NA","SternbergTask","63","93081.0","110","1024"
"57","57","844","844","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","110","110","110","110","110","0","0","110","0","0","110","110","0","110","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","98","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","6 8 9 3 4 9","Melodramatic Milgram","4.0.5","5","y","0","left","left","right","left","NA","638.0","5228","2736","638","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","693128","693133","695339","694135","685362","13444","94396","692093","89167","13557","697343","697982","16324","697343","NA","SternbergTask","64","93719.0","111","1024"
"57","57","842","842","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","111","111","111","111","111","0","0","111","0","0","111","111","0","111","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","99","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","9 5 3 2 8 6","Melodramatic Milgram","4.0.5","0","n","0","left","left","right","left","NA","599.0","5228","2736","599","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","699019","699021","701227","700024","697987","13444","94396","692093","89167","13557","703231","703831","16324","703230","NA","SternbergTask","64","94318.0","112","1024"
"56","56","840","840","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","112","112","112","112","112","0","0","112","0","0","112","112","0","112","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","100","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","5 2 9 6 1 7","Melodramatic Milgram","4.0.5","3","y","0","right","left","right","right","NA","712.0","5228","2736","712","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","704867","704869","707075","705872","697987","13444","94396","703835","89167","13557","709080","709792","16324","709080","NA","SternbergTask","64","95030.0","113","1024"
"57","57","840","840","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","113","113","113","113","113","0","0","113","0","0","113","113","0","113","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","101","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","9 3 1 2 5","Melodramatic Milgram","4.0.5","4","y","0","left","left","right","left","NA","753.0","5228","2736","753","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","2","710829","710831","713041","711834","697987","13444","94396","709799","89167","13557","715046","715800","16324","715046","NA","SternbergTask","65","95783.0","114","1024"
"56","56","838","838","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","114","114","114","114","114","0","0","114","0","0","114","114","0","114","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","102","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","2 8 9 4 1","Melodramatic Milgram","4.0.5","0","n","0","left","left","right","left","NA","618.0","5228","2736","618","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","5","716840","716843","719051","717846","715804","13444","94396","709799","89167","13557","721055","721674","16324","721055","NA","SternbergTask","65","96401.0","115","1024"
